numero_commande,date_commande,client,montant_total_commande,sku_produit,produit_designation,quantite,prix_unitaire_cad,sous_total_ligne_cad
CMD-0001065,2023-05-24,Auto Clinic,2615.31,ALT-36744,Sonde Lambda amont (NGK),6,306.9,1841.4
CMD-0001065,2023-05-24,Auto Clinic,2615.31,BEL-17054,Radiateur alu (Gates),5,40.99,204.95
CMD-0001066,2023-07-22,Garage Les Experts,2115.11,ALT-48646,Démarreur 1.8kW (Denso),9,186.81,1681.29
CMD-0001066,2023-07-22,Garage Les Experts,2115.11,STR-37481,Amortisseur bitube (KYB),2,216.91,433.82
CMD-0001067,2023-05-05,Garage Tremblay,9031.06,FLT-49460,Filtre habitacle charbon (Mann-Filter),7,55.58,389.06
CMD-0001067,2023-05-05,Garage Tremblay,9031.06,BEL-31306,Courroie accessoire (Valeo),4,176.26,705.04
CMD-0001067,2023-05-05,Garage Tremblay,9031.06,SUS-33809,Ressort hélicoïdal (KYB),9,177.74,1599.66
CMD-0001067,2023-05-05,Garage Tremblay,9031.06,BEL-40259,Courroie accessoire (Gates),12,278.45,3341.4
CMD-0001067,2023-05-05,Garage Tremblay,9031.06,SUS-32946,Ressort hélicoïdal (Monroe),10,299.59,2995.9
CMD-0001068,2023-01-26,Garage Tremblay,3564.0,SEN-36490,Sonde Lambda amont (Bosch),9,396.0,3564.0
CMD-0001069,2023-03-29,Pneus & Mécanique Pro,4512.63,ARM-29115,Ressort hélicoïdal (Sachs),5,142.41,712.05
CMD-0001069,2023-03-29,Pneus & Mécanique Pro,4512.63,WAT-22980,Kit distribution + pompe (Nissens),8,326.57,2612.56
CMD-0001069,2023-03-29,Pneus & Mécanique Pro,4512.63,BRK-00172,Plaquettes AV (Bosch),12,25.25,303.0
CMD-0001069,2023-03-29,Pneus & Mécanique Pro,4512.63,BRK-30638,Étrier reconditionné (Textar),11,22.92,252.12
CMD-0001069,2023-03-29,Pneus & Mécanique Pro,4512.63,BEL-38756,Thermostat piloté (SKF),4,142.88,571.52
CMD-0001069,2023-03-29,Pneus & Mécanique Pro,4512.63,CAB-19399,Filtre à air (Wix),6,10.23,61.38
CMD-0001070,2023-09-20,Garage Les Experts,5524.46,ALT-12536,Capteur vilebrequin (Valeo),5,460.03,2300.15
CMD-0001070,2023-09-20,Garage Les Experts,5524.46,BRK-03960,Étrier reconditionné (Bosch),11,152.18,1673.98
CMD-0001070,2023-09-20,Garage Les Experts,5524.46,ALT-30686,Sonde Lambda amont (Bosch),11,133.39,1467.29
CMD-0001070,2023-09-20,Garage Les Experts,5524.46,FLT-15003,Filtre habitacle charbon (Bosch),8,10.38,83.04
CMD-0001071,2023-03-02,Garage Royal,267.8,AIR-12056,Filtre à huile (Purflux),10,26.78,267.8
CMD-0001072,2023-01-22,Pièces Auto Dépôt,297.32,WAT-24052,Thermostat piloté (Valeo),1,297.32,297.32
CMD-0001073,2023-03-02,Auto Clinic,3091.31,CAB-36113,Filtre habitacle charbon (Wix),8,18.83,150.64
CMD-0001073,2023-03-02,Auto Clinic,3091.31,BEL-07363,Courroie accessoire (Gates),7,371.52,2600.64
CMD-0001073,2023-03-02,Auto Clinic,3091.31,FLT-06186,Filtre carburant diesel (Wix),5,34.91,174.55
CMD-0001073,2023-03-02,Auto Clinic,3091.31,WAT-37191,Kit distribution + pompe (Valeo),2,82.74,165.48
CMD-0001074,2023-12-14,Mécanique Rapide Inc.,4833.48,CAB-37288,Filtre carburant diesel (Mahle),3,46.98,140.94
CMD-0001074,2023-12-14,Mécanique Rapide Inc.,4833.48,BEL-47979,Courroie accessoire (Nissens),5,312.14,1560.7
CMD-0001074,2023-12-14,Mécanique Rapide Inc.,4833.48,BRK-14954,Étrier reconditionné (Ferodo),10,67.85,678.5
CMD-0001074,2023-12-14,Mécanique Rapide Inc.,4833.48,FLT-35442,Filtre à huile (Wix),5,43.22,216.1
CMD-0001074,2023-12-14,Mécanique Rapide Inc.,4833.48,ROT-42132,Flexible de frein (Textar),12,63.41,760.92
CMD-0001074,2023-12-14,Mécanique Rapide Inc.,4833.48,SUS-38903,Ressort hélicoïdal (Moog),8,184.54,1476.32
CMD-0001075,2023-07-13,Concessionnaire XYZ,5128.31,WAT-28116,Radiateur alu (Continental),1,152.7,152.7
CMD-0001075,2023-07-13,Concessionnaire XYZ,5128.31,ALT-16812,Bobine d'allumage (Delphi),12,273.66,3283.92
CMD-0001075,2023-07-13,Concessionnaire XYZ,5128.31,RAD-24815,Kit distribution + pompe (SKF),3,276.26,828.78
CMD-0001075,2023-07-13,Concessionnaire XYZ,5128.31,FLT-30947,Filtre à huile (Mahle),2,5.83,11.66
CMD-0001075,2023-07-13,Concessionnaire XYZ,5128.31,ROT-01500,Étrier reconditionné (Bosch),5,170.25,851.25
CMD-0001076,2023-08-02,Garage Royal,5154.35,BRK-27155,Plaquettes AV (Bosch),12,181.75,2181.0
CMD-0001076,2023-08-02,Garage Royal,5154.35,CAL-26164,Étrier reconditionné (TRW),2,32.46,64.92
CMD-0001076,2023-08-02,Garage Royal,5154.35,AIR-00202,Filtre à huile (Purflux),9,36.07,324.63
CMD-0001076,2023-08-02,Garage Royal,5154.35,WAT-25690,Radiateur alu (Continental),10,258.38,2583.8
CMD-0001077,2023-03-25,Auto Clinic,2458.59,STR-23795,Bras oscillant inférieur (KYB),12,128.89,1546.68
CMD-0001077,2023-03-25,Auto Clinic,2458.59,CAB-09524,Filtre carburant diesel (Bosch),10,8.05,80.5
CMD-0001077,2023-03-25,Auto Clinic,2458.59,BEL-05422,Courroie accessoire (Valeo),1,208.56,208.56
CMD-0001077,2023-03-25,Auto Clinic,2458.59,AIR-39614,Filtre à huile (Wix),2,12.48,24.96
CMD-0001077,2023-03-25,Auto Clinic,2458.59,ARM-36808,Bras oscillant inférieur (Monroe),1,225.53,225.53
CMD-0001077,2023-03-25,Auto Clinic,2458.59,ROT-43652,Flexible de frein (Brembo),3,124.12,372.36
CMD-0001078,2023-11-22,Carrosserie Moderne,2137.06,ARM-15548,Amortisseur bitube (Monroe),10,54.25,542.5
CMD-0001078,2023-11-22,Carrosserie Moderne,2137.06,BRK-48627,Plaquettes AR (Ferodo),11,144.96,1594.56
CMD-0001079,2023-02-07,Garage Les Experts,2750.19,BEL-43338,Radiateur alu (SKF),12,59.28,711.36
CMD-0001079,2023-02-07,Garage Les Experts,2750.19,STR-30116,Ressort hélicoïdal (Bilstein),6,303.25,1819.5
CMD-0001079,2023-02-07,Garage Les Experts,2750.19,BEL-43229,Thermostat piloté (SKF),1,219.33,219.33
CMD-0001080,2023-09-22,Pièces Auto Dépôt,697.31,ALT-23809,Alternateur 140A (Delphi),4,148.97,595.88
CMD-0001080,2023-09-22,Pièces Auto Dépôt,697.31,CAB-15420,Filtre à huile (Wix),9,11.27,101.43
CMD-0001081,2023-11-09,Pièces Auto Dépôt,2131.94,BRK-19317,Flexible de frein (Brembo),6,115.52,693.12
CMD-0001081,2023-11-09,Pièces Auto Dépôt,2131.94,RAD-41774,Radiateur alu (SKF),5,163.97,819.85
CMD-0001081,2023-11-09,Pièces Auto Dépôt,2131.94,ARM-35200,Amortisseur bitube (Sachs),11,56.27,618.97
CMD-0001082,2023-10-18,Garage Tremblay,1787.39,ALT-47182,Sonde Lambda amont (Bosch),8,159.28,1274.24
CMD-0001082,2023-10-18,Garage Tremblay,1787.39,WAT-14604,Kit distribution + pompe (Valeo),5,102.63,513.15
CMD-0001083,2023-01-01,Garage Royal,2832.68,CAL-17321,Disque ventilé (Ferodo),9,56.84,511.56
CMD-0001083,2023-01-01,Garage Royal,2832.68,STR-27252,Ressort hélicoïdal (Moog),8,290.14,2321.12
CMD-0001084,2023-04-08,Garage Tremblay,7367.98,STR-07669,Démarreur 1.8kW (Delphi),12,183.37,2200.44
CMD-0001084,2023-04-08,Garage Tremblay,7367.98,WAT-35875,Kit distribution + pompe (Continental),10,318.73,3187.3
CMD-0001084,2023-04-08,Garage Tremblay,7367.98,ROT-20699,Disque ventilé (Ferodo),12,165.02,1980.24
CMD-0001085,2023-08-06,Garage Les Experts,3741.17,AIR-21647,Filtre à air (Purflux),5,11.15,55.75
CMD-0001085,2023-08-06,Garage Les Experts,3741.17,SEN-16068,Sonde Lambda amont (Bosch),10,121.35,1213.5
CMD-0001085,2023-08-06,Garage Les Experts,3741.17,ARM-35879,Ressort hélicoïdal (Bilstein),8,308.99,2471.92
CMD-0001086,2023-03-11,Garage Royal,3351.09,RAD-35143,Radiateur alu (Continental),9,25.73,231.57
CMD-0001086,2023-03-11,Garage Royal,3351.09,STR-29397,Bobine d'allumage (Valeo),6,339.38,2036.28
CMD-0001086,2023-03-11,Garage Royal,3351.09,ALT-21944,Alternateur 140A (Valeo),6,180.54,1083.24
CMD-0001087,2023-11-26,Garage du Centre,1001.47,ROT-37456,Plaquettes AV (Bosch),3,209.49,628.47
CMD-0001087,2023-11-26,Garage du Centre,1001.47,WAT-01408,Thermostat piloté (Valeo),10,37.3,373.0
CMD-0001088,2023-06-20,Centre Auto Plus,6531.2,FLT-40552,Filtre carburant diesel (Mann-Filter),1,38.98,38.98
CMD-0001088,2023-06-20,Centre Auto Plus,6531.2,SUS-03494,Bras oscillant inférieur (Bilstein),12,122.3,1467.6
CMD-0001088,2023-06-20,Centre Auto Plus,6531.2,CAB-02387,Filtre carburant diesel (Bosch),6,21.6,129.6
CMD-0001088,2023-06-20,Centre Auto Plus,6531.2,RAD-27860,Kit distribution + pompe (Nissens),11,271.22,2983.42
CMD-0001088,2023-06-20,Centre Auto Plus,6531.2,WAT-38881,Radiateur alu (SKF),10,191.16,1911.6
CMD-0001089,2023-03-11,Pneus & Mécanique Pro,1124.52,CAL-24002,Étrier reconditionné (Ferodo),12,93.71,1124.52
CMD-0001090,2023-06-24,Pièces Auto Dépôt,3818.96,WAT-38373,Thermostat piloté (Gates),7,121.44,850.08
CMD-0001090,2023-06-24,Pièces Auto Dépôt,3818.96,CAL-10171,Disque ventilé (Bosch),12,211.86,2542.32
CMD-0001090,2023-06-24,Pièces Auto Dépôt,3818.96,CAB-00279,Filtre carburant diesel (Mahle),8,53.32,426.56
CMD-0001091,2023-05-13,Garage Tremblay,3583.98,BRK-47323,Disque ventilé (Brembo),11,82.8,910.8
CMD-0001091,2023-05-13,Garage Tremblay,3583.98,SEN-44876,Capteur vilebrequin (Valeo),10,208.65,2086.5
CMD-0001091,2023-05-13,Garage Tremblay,3583.98,CAB-08516,Filtre carburant diesel (Wix),12,48.89,586.68
CMD-0001092,2023-10-12,Centre Auto Plus,1997.45,RAD-42710,Kit distribution + pompe (Valeo),7,285.35,1997.45
CMD-0001093,2023-05-19,Auto Clinic,4574.53,BEL-11971,Kit distribution + pompe (Valeo),6,92.76,556.56
CMD-0001093,2023-05-19,Auto Clinic,4574.53,AIR-34296,Filtre à huile (Mann-Filter),8,6.74,53.92
CMD-0001093,2023-05-19,Auto Clinic,4574.53,WAT-20080,Courroie accessoire (SKF),7,344.37,2410.59
CMD-0001093,2023-05-19,Auto Clinic,4574.53,RAD-04010,Courroie accessoire (SKF),5,274.02,1370.1
CMD-0001093,2023-05-19,Auto Clinic,4574.53,SUS-23259,Bras oscillant inférieur (Monroe),3,61.12,183.36
CMD-0001094,2023-03-15,Garage du Centre,5094.14,BRK-19530,Flexible de frein (TRW),4,206.1,824.4
CMD-0001094,2023-03-15,Garage du Centre,5094.14,FLT-36748,Filtre à air (Purflux),12,53.53,642.36
CMD-0001094,2023-03-15,Garage du Centre,5094.14,AIR-43705,Filtre carburant diesel (Mahle),11,36.98,406.78
CMD-0001094,2023-03-15,Garage du Centre,5094.14,AIR-16315,Filtre à huile (Purflux),5,14.36,71.8
CMD-0001094,2023-03-15,Garage du Centre,5094.14,ALT-27299,Bobine d'allumage (Bosch),8,393.6,3148.8
CMD-0001095,2023-07-20,Garage Tremblay,465.45,ALT-44851,Bobine d'allumage (NGK),3,155.15,465.45
CMD-0001096,2023-11-17,Auto-Réparation ABC,1950.81,ROT-30030,Plaquettes AV (TRW),7,42.58,298.06
CMD-0001096,2023-11-17,Auto-Réparation ABC,1950.81,BRK-09305,Étrier reconditionné (Ferodo),7,96.65,676.55
CMD-0001096,2023-11-17,Auto-Réparation ABC,1950.81,AIR-04768,Filtre carburant diesel (Mann-Filter),7,10.58,74.06
CMD-0001096,2023-11-17,Auto-Réparation ABC,1950.81,RAD-07396,Kit distribution + pompe (SKF),8,85.89,687.12
CMD-0001096,2023-11-17,Auto-Réparation ABC,1950.81,AIR-11274,Filtre habitacle charbon (Wix),4,20.38,81.52
CMD-0001096,2023-11-17,Auto-Réparation ABC,1950.81,WAT-15888,Radiateur alu (Continental),2,66.75,133.5
CMD-0001097,2023-05-20,Pneus & Mécanique Pro,2639.66,STR-32815,Ressort hélicoïdal (KYB),8,277.31,2218.48
CMD-0001097,2023-05-20,Pneus & Mécanique Pro,2639.66,STR-40651,Alternateur 140A (NGK),1,421.18,421.18
CMD-0001098,2023-10-28,Atelier Mécanique 360,1162.32,CAL-19104,Plaquettes AV (Ferodo),6,193.72,1162.32
CMD-0001099,2023-01-08,Atelier Mécanique 360,5235.09,ARM-32050,Rotule de direction (Moog),2,262.14,524.28
CMD-0001099,2023-01-08,Atelier Mécanique 360,5235.09,ROT-43163,Étrier reconditionné (Bosch),3,170.47,511.41
CMD-0001099,2023-01-08,Atelier Mécanique 360,5235.09,STR-01134,Rotule de direction (Sachs),8,125.55,1004.4
CMD-0001099,2023-01-08,Atelier Mécanique 360,5235.09,RAD-24822,Thermostat piloté (Nissens),3,276.03,828.09
CMD-0001099,2023-01-08,Atelier Mécanique 360,5235.09,ALT-08609,Capteur vilebrequin (Delphi),7,338.13,2366.91
CMD-0001100,2023-03-19,Garage Royal,1036.55,SEN-08958,Démarreur 1.8kW (NGK),2,80.08,160.16
CMD-0001100,2023-03-19,Garage Royal,1036.55,SUS-06542,Ressort hélicoïdal (Sachs),5,85.83,429.15
CMD-0001100,2023-03-19,Garage Royal,1036.55,RAD-23198,Radiateur alu (Gates),8,21.85,174.8
CMD-0001100,2023-03-19,Garage Royal,1036.55,RAD-45229,Radiateur alu (Gates),7,38.92,272.44
CMD-0001101,2023-10-29,Moteurs & Cie,1114.94,CAL-12409,Plaquettes AR (Textar),5,130.71,653.55
CMD-0001101,2023-10-29,Moteurs & Cie,1114.94,AIR-08524,Filtre à huile (Purflux),1,23.8,23.8
CMD-0001101,2023-10-29,Moteurs & Cie,1114.94,STR-36262,Amortisseur bitube (Moog),2,212.81,425.62
CMD-0001101,2023-10-29,Moteurs & Cie,1114.94,AIR-10741,Filtre à air (Mahle),1,11.97,11.97
CMD-0001102,2023-09-18,Auto-Réparation ABC,6974.66,AIR-16449,Filtre carburant diesel (Mann-Filter),11,46.12,507.32
CMD-0001102,2023-09-18,Auto-Réparation ABC,6974.66,WAT-09143,Thermostat piloté (SKF),11,309.17,3400.87
CMD-0001102,2023-09-18,Auto-Réparation ABC,6974.66,ALT-19556,Capteur vilebrequin (Denso),2,28.43,56.86
CMD-0001102,2023-09-18,Auto-Réparation ABC,6974.66,STR-13714,Rotule de direction (Moog),7,262.93,1840.51
CMD-0001102,2023-09-18,Auto-Réparation ABC,6974.66,SEN-38788,Sonde Lambda amont (NGK),5,168.44,842.2
CMD-0001102,2023-09-18,Auto-Réparation ABC,6974.66,AIR-02911,Filtre habitacle charbon (Bosch),10,32.69,326.9
CMD-0001103,2023-08-18,Auto Clinic,2817.76,ALT-03102,Capteur vilebrequin (Bosch),11,256.16,2817.76
CMD-0001104,2023-10-27,Atelier Mécanique 360,1469.24,CAB-31766,Filtre carburant diesel (Bosch),2,55.16,110.32
CMD-0001104,2023-10-27,Atelier Mécanique 360,1469.24,FLT-47775,Filtre habitacle charbon (Wix),3,19.79,59.37
CMD-0001104,2023-10-27,Atelier Mécanique 360,1469.24,CAB-30679,Filtre carburant diesel (Purflux),2,27.05,54.1
CMD-0001104,2023-10-27,Atelier Mécanique 360,1469.24,SUS-21002,Ressort hélicoïdal (Moog),12,64.48,773.76
CMD-0001104,2023-10-27,Atelier Mécanique 360,1469.24,ALT-41963,Alternateur 140A (Delphi),2,122.02,244.04
CMD-0001104,2023-10-27,Atelier Mécanique 360,1469.24,ALT-04372,Bobine d'allumage (Valeo),5,45.53,227.65
CMD-0001105,2023-12-14,Pneus & Mécanique Pro,6137.73,STR-05412,Ressort hélicoïdal (Sachs),2,174.7,349.4
CMD-0001105,2023-12-14,Pneus & Mécanique Pro,6137.73,FLT-09515,Filtre carburant diesel (Mann-Filter),3,24.39,73.17
CMD-0001105,2023-12-14,Pneus & Mécanique Pro,6137.73,STR-01057,Bras oscillant inférieur (Moog),7,242.08,1694.56
CMD-0001105,2023-12-14,Pneus & Mécanique Pro,6137.73,WAT-35723,Thermostat piloté (Valeo),7,202.8,1419.6
CMD-0001105,2023-12-14,Pneus & Mécanique Pro,6137.73,BEL-30653,Kit distribution + pompe (Gates),9,289.0,2601.0
CMD-0001106,2023-07-20,Services Automobiles Express,283.15,RAD-35456,Thermostat piloté (Gates),1,283.15,283.15
CMD-0001107,2023-09-25,Moteurs & Cie,3243.54,WAT-45730,Thermostat piloté (Continental),3,279.03,837.09
CMD-0001107,2023-09-25,Moteurs & Cie,3243.54,ROT-11275,Plaquettes AV (Textar),7,159.53,1116.71
CMD-0001107,2023-09-25,Moteurs & Cie,3243.54,RAD-31903,Kit distribution + pompe (Nissens),4,310.24,1240.96
CMD-0001107,2023-09-25,Moteurs & Cie,3243.54,FLT-09515,Filtre carburant diesel (Mann-Filter),2,24.39,48.78
CMD-0001108,2023-03-13,Pièces Auto Dépôt,7745.87,BEL-18150,Kit distribution + pompe (Valeo),6,354.29,2125.74
CMD-0001108,2023-03-13,Pièces Auto Dépôt,7745.87,ALT-45267,Bobine d'allumage (Denso),9,251.26,2261.34
CMD-0001108,2023-03-13,Pièces Auto Dépôt,7745.87,CAL-20523,Flexible de frein (Textar),4,200.28,801.12
CMD-0001108,2023-03-13,Pièces Auto Dépôt,7745.87,SEN-15395,Sonde Lambda amont (Valeo),4,275.39,1101.56
CMD-0001108,2023-03-13,Pièces Auto Dépôt,7745.87,SEN-47066,Démarreur 1.8kW (Bosch),9,161.79,1456.11
CMD-0001109,2023-12-25,Mécanique Rapide Inc.,76.48,BRK-24362,Plaquettes AV (Brembo),2,38.24,76.48
CMD-0001110,2023-01-07,Mécanique Rapide Inc.,8954.09,BRK-04532,Étrier reconditionné (Textar),2,251.53,503.06
CMD-0001110,2023-01-07,Mécanique Rapide Inc.,8954.09,BRK-28769,Flexible de frein (Brembo),5,229.93,1149.65
CMD-0001110,2023-01-07,Mécanique Rapide Inc.,8954.09,STR-44381,Alternateur 140A (Denso),11,552.38,6076.18
CMD-0001110,2023-01-07,Mécanique Rapide Inc.,8954.09,SUS-49730,Bras oscillant inférieur (Moog),5,60.96,304.8
CMD-0001110,2023-01-07,Mécanique Rapide Inc.,8954.09,RAD-30409,Courroie accessoire (Gates),6,153.4,920.4
CMD-0001111,2023-08-18,Pneus & Mécanique Pro,6001.63,STR-24477,Bras oscillant inférieur (Moog),5,284.61,1423.05
CMD-0001111,2023-08-18,Pneus & Mécanique Pro,6001.63,ARM-32310,Bras oscillant inférieur (KYB),4,73.27,293.08
CMD-0001111,2023-08-18,Pneus & Mécanique Pro,6001.63,ARM-25544,Ressort hélicoïdal (Bilstein),12,181.85,2182.2
CMD-0001111,2023-08-18,Pneus & Mécanique Pro,6001.63,ARM-46982,Amortisseur bitube (Moog),5,266.92,1334.6
CMD-0001111,2023-08-18,Pneus & Mécanique Pro,6001.63,ROT-24931,Disque ventilé (Ferodo),5,151.18,755.9
CMD-0001111,2023-08-18,Pneus & Mécanique Pro,6001.63,FLT-29190,Filtre à air (Mahle),1,12.8,12.8
CMD-0001112,2023-03-05,Auto-Réparation ABC,38.62,FLT-08305,Filtre à huile (Purflux),1,38.62,38.62
CMD-0001113,2023-03-11,Services Automobiles Express,1125.07,BRK-10995,Disque ventilé (Brembo),7,42.06,294.42
CMD-0001113,2023-03-11,Services Automobiles Express,1125.07,CAB-19442,Filtre habitacle charbon (Bosch),7,5.14,35.98
CMD-0001113,2023-03-11,Services Automobiles Express,1125.07,FLT-17161,Filtre habitacle charbon (Bosch),9,30.01,270.09
CMD-0001113,2023-03-11,Services Automobiles Express,1125.07,RAD-48999,Kit distribution + pompe (Nissens),4,106.5,426.0
CMD-0001113,2023-03-11,Services Automobiles Express,1125.07,AIR-40766,Filtre à huile (Bosch),2,49.29,98.58
CMD-0001114,2023-10-06,Garage Tremblay,199.25,BEL-34393,Radiateur alu (Valeo),5,39.85,199.25
CMD-0001115,2023-11-19,Atelier Mécanique 360,3244.23,ALT-40616,Capteur vilebrequin (Delphi),5,256.73,1283.65
CMD-0001115,2023-11-19,Atelier Mécanique 360,3244.23,CAL-41810,Étrier reconditionné (Ferodo),4,92.03,368.12
CMD-0001115,2023-11-19,Atelier Mécanique 360,3244.23,RAD-00888,Kit distribution + pompe (Continental),9,176.94,1592.46
CMD-0001116,2023-08-31,Services Automobiles Express,6234.23,WAT-44958,Courroie accessoire (Continental),9,321.93,2897.37
CMD-0001116,2023-08-31,Services Automobiles Express,6234.23,STR-01648,Bobine d'allumage (Delphi),7,207.71,1453.97
CMD-0001116,2023-08-31,Services Automobiles Express,6234.23,ALT-36862,Bobine d'allumage (Bosch),6,304.14,1824.84
CMD-0001116,2023-08-31,Services Automobiles Express,6234.23,AIR-47742,Filtre à huile (Mahle),1,58.05,58.05
CMD-0001117,2023-11-19,Carrosserie Moderne,2381.72,STR-28185,Bras oscillant inférieur (Sachs),1,208.48,208.48
CMD-0001117,2023-11-19,Carrosserie Moderne,2381.72,CAB-29735,Filtre à air (Mahle),11,16.63,182.93
CMD-0001117,2023-11-19,Carrosserie Moderne,2381.72,ALT-36212,Alternateur 140A (Valeo),9,185.03,1665.27
CMD-0001117,2023-11-19,Carrosserie Moderne,2381.72,BRK-25273,Plaquettes AR (TRW),6,46.66,279.96
CMD-0001117,2023-11-19,Carrosserie Moderne,2381.72,CAB-15420,Filtre à huile (Wix),4,11.27,45.08
CMD-0001118,2023-08-19,Garage du Centre,2447.97,RAD-23676,Kit distribution + pompe (Nissens),9,163.5,1471.5
CMD-0001118,2023-08-19,Garage du Centre,2447.97,RAD-44144,Courroie accessoire (Nissens),3,325.49,976.47
CMD-0001119,2023-07-29,Services Automobiles Express,1986.28,STR-37432,Sonde Lambda amont (Bosch),8,153.95,1231.6
CMD-0001119,2023-07-29,Services Automobiles Express,1986.28,BEL-49950,Courroie accessoire (Gates),6,125.78,754.68
CMD-0001120,2023-12-18,Garage Tremblay,1856.81,SUS-34037,Ressort hélicoïdal (KYB),7,131.32,919.24
CMD-0001120,2023-12-18,Garage Tremblay,1856.81,RAD-39626,Courroie accessoire (Valeo),5,44.53,222.65
CMD-0001120,2023-12-18,Garage Tremblay,1856.81,BRK-00316,Étrier reconditionné (Bosch),8,31.18,249.44
CMD-0001120,2023-12-18,Garage Tremblay,1856.81,CAB-32817,Filtre à air (Purflux),9,51.72,465.48
CMD-0001121,2023-09-17,Centre Auto Plus,646.35,SUS-29967,Rotule de direction (Moog),2,261.19,522.38
CMD-0001121,2023-09-17,Centre Auto Plus,646.35,CAB-15420,Filtre à huile (Wix),11,11.27,123.97
CMD-0001122,2023-09-05,Centre Auto Plus,6169.35,SUS-22805,Bras oscillant inférieur (Moog),10,248.67,2486.7
CMD-0001122,2023-09-05,Centre Auto Plus,6169.35,BEL-08760,Thermostat piloté (SKF),4,311.89,1247.56
CMD-0001122,2023-09-05,Centre Auto Plus,6169.35,SEN-16184,Sonde Lambda amont (Bosch),7,278.47,1949.29
CMD-0001122,2023-09-05,Centre Auto Plus,6169.35,WAT-02132,Radiateur alu (Continental),7,69.4,485.8
CMD-0001123,2023-09-09,Auto Clinic,5383.56,FLT-31263,Filtre habitacle charbon (Mahle),12,33.0,396.0
CMD-0001123,2023-09-09,Auto Clinic,5383.56,WAT-38281,Thermostat piloté (Gates),7,298.2,2087.4
CMD-0001123,2023-09-09,Auto Clinic,5383.56,ROT-44422,Disque ventilé (TRW),4,252.12,1008.48
CMD-0001123,2023-09-09,Auto Clinic,5383.56,WAT-45323,Thermostat piloté (SKF),6,315.28,1891.68
CMD-0001124,2023-12-06,Garage Les Experts,4818.96,ARM-00555,Ressort hélicoïdal (Sachs),10,285.93,2859.3
CMD-0001124,2023-12-06,Garage Les Experts,4818.96,CAL-43008,Flexible de frein (Textar),9,86.45,778.05
CMD-0001124,2023-12-06,Garage Les Experts,4818.96,WAT-04893,Kit distribution + pompe (Valeo),9,55.09,495.81
CMD-0001124,2023-12-06,Garage Les Experts,4818.96,CAL-23410,Plaquettes AV (Bosch),6,80.96,485.76
CMD-0001124,2023-12-06,Garage Les Experts,4818.96,CAB-02675,Filtre à air (Wix),4,50.01,200.04
CMD-0001125,2023-01-04,Services Automobiles Express,2034.48,BEL-10264,Thermostat piloté (Continental),12,169.54,2034.48
CMD-0001126,2023-04-22,Garage Les Experts,2515.59,STR-12352,Démarreur 1.8kW (Valeo),1,255.48,255.48
CMD-0001126,2023-04-22,Garage Les Experts,2515.59,RAD-46006,Thermostat piloté (Nissens),3,198.27,594.81
CMD-0001126,2023-04-22,Garage Les Experts,2515.59,SUS-39050,Rotule de direction (Moog),10,166.53,1665.3
CMD-0001127,2023-11-03,Garage Les Experts,2396.77,STR-01648,Bobine d'allumage (Delphi),11,207.71,2284.81
CMD-0001127,2023-11-03,Garage Les Experts,2396.77,BEL-48146,Radiateur alu (Nissens),4,27.99,111.96
CMD-0001128,2023-03-02,Centre Auto Plus,7826.83,SUS-20878,Rotule de direction (Monroe),9,302.05,2718.45
CMD-0001128,2023-03-02,Centre Auto Plus,7826.83,ROT-28624,Flexible de frein (Textar),2,144.86,289.72
CMD-0001128,2023-03-02,Centre Auto Plus,7826.83,SUS-35852,Rotule de direction (Moog),7,297.06,2079.42
