code_barre_128,sku,classe_produit,designation,emplacement_id,prix_achat_cad,prix_importation_cad,prix_transport_cad,cout_de_revient_total,longueur_cm,largeur_cm,hauteur_cm,poids_kg,classe_abc
C1286482596218,FUS-015505,FUS - Petite Piece A2,Boîte fusibles relais,A2-C13-T12-C,11.34,0.43,3.79,15.56,8.2,6.3,3.1,0.1,C
C1285507861689,ALT-015506,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-37-c-10,246.54,13.53,25.40,285.47,22.4,20.8,20.9,6.55,B
C1289903509531,ALT-015507,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-31-b-12,195.18,7.63,20.71,223.52,21.4,20.9,24.1,5.9,C
C1288809563188,SEN-015508,SEN - Petite Piece A2,Capteur ABS,A2-C02-T11-A,23.00,0.97,5.41,29.38,8.3,5.0,4.5,0.39,B
C1286178777463,ALT-015509,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-11-a-05,265.02,13.72,26.06,304.80,24.9,19.3,22.1,7.67,B
C1285078147728,BLB-015510,BLB - Petite Piece A2,Ampoule LED H7,A2-C18-T05-F,11.21,0.68,1.88,13.77,8.2,5.9,5.5,0.08,B
C1283419696702,SEN-015511,SEN - Petite Piece A2,Capteur ABS,A2-C11-T14-F,27.94,1.59,3.24,32.77,10.4,6.2,4.6,0.21,A
C1283439507543,SEN-015512,SEN - Petite Piece A2,Capteur ABS,A2-C07-T12-F,19.82,0.95,3.49,24.26,12.4,4.8,4.6,0.39,B
C1284437113709,BLB-015513,BLB - Petite Piece A2,Ampoule LED H7,A2-C15-T03-E,21.19,1.26,2.67,25.12,6.8,5.8,5.9,0.09,A
C1283648733072,ROT-015514,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-18-a-03,52.57,2.96,26.84,82.37,30.5,31.3,4.9,11.61,C
C1281380509723,FLT-015515,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-10-c-05,21.08,0.76,4.23,26.07,37.8,22.9,4.2,0.22,C
C1283379934451,SPK-015516,SPK - Petite Piece A2,Bougie allumage iridium,A2-C06-T11-H,14.53,0.78,3.21,18.52,13.2,3.3,2.5,0.13,C
C1282015945957,FLT-015517,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-26-b-10,8.37,0.54,4.79,13.70,33.5,14.6,5.6,0.28,C
C1289298369893,SEN-015518,SEN - Petite Piece A2,Capteur ABS,A2-C18-T05-C,25.23,0.91,3.37,29.51,10.1,7.7,3.3,0.17,B
C1281860496759,ROT-015519,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-28-c-07,92.59,3.95,16.99,113.53,28.4,35.1,6.8,6.35,C
C1281017922194,RAD-015520,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L20-H2-S15,71.41,4.08,12.24,87.73,82.1,44.8,10.0,3.87,B
C1286449975818,ROT-015521,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-36-a-04,101.33,4.54,30.97,136.84,29.5,33.4,6.5,13.32,C
C1284630473812,BRK-015522,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-18-a-03,65.00,3.17,11.07,79.24,20.9,14.0,9.1,3.15,B
C1288274900186,FLT-015523,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-34-a-04,13.85,0.85,3.38,18.08,26.6,17.2,6.8,0.4,B
C1286228856803,EXH-015524,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L17-H2-S07,167.47,9.31,26.40,203.18,125.5,26.9,20.3,9.19,C
C1283763744996,SPK-015525,SPK - Petite Piece A2,Bougie allumage iridium,A2-C12-T05-D,12.85,0.68,3.80,17.33,13.9,3.3,2.5,0.09,C
C1287742136918,EXH-015526,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L07-H3-S01,213.77,13.34,32.87,259.98,103.3,44.9,20.7,11.59,B
C1286264995263,ROT-015527,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-21-b-08,85.81,3.46,25.06,114.33,33.4,28.1,6.6,9.94,B
C1285436418093,STR-015528,STR - Grande Piece A3 A1p,Jambe de force suspension,A1p-05-03-H4,124.77,6.22,21.29,152.28,56.1,15.0,20.1,8.24,B
C1288156072502,FUS-015529,FUS - Petite Piece A2,Boîte fusibles relais,A2-C03-T10-C,4.54,0.23,3.25,8.02,5.0,7.6,2.3,0.11,B
C1284310597126,BRK-015530,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-08-b-09,62.80,3.82,9.18,75.80,20.2,10.1,7.0,1.68,A
C1287424235249,RAD-015531,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L25-H1-S15,85.94,4.43,19.45,109.82,53.5,58.9,10.1,6.57,C
C1289890124513,RAD-015532,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L08-H2-S06,91.81,3.91,15.84,111.56,61.4,57.3,6.6,5.12,C
C1289190380413,ROT-015533,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-18-b-04,82.55,3.42,20.41,106.38,29.0,31.0,7.0,7.13,B
C1289938144503,FLT-015534,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-36-a-02,13.09,0.72,3.14,16.95,31.3,14.0,5.3,0.51,C
C1282908888488,SPK-015535,SPK - Petite Piece A2,Bougie allumage iridium,A2-C20-T13-D,10.92,0.66,3.15,14.73,10.0,2.7,2.7,0.08,C
C1289017836659,EXH-015536,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L23-H5-S06,152.45,8.68,31.83,192.96,113.8,30.3,19.4,13.34,B
C1288639681833,BRK-015537,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-33-a-05,36.86,1.38,5.62,43.86,21.1,17.2,9.3,1.66,C
C1281325217341,BRK-015538,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-12-a-11,58.24,2.92,10.67,71.83,23.6,13.9,7.4,2.58,A
C1286663932021,ROT-015539,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-35-c-06,88.37,4.62,20.45,113.44,35.9,29.3,6.7,8.42,A
C1282758997156,EXH-015540,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L11-H4-S08,108.35,6.96,35.58,150.89,128.7,30.4,24.9,15.67,C
C1283900537702,ALT-015541,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-23-c-02,137.84,7.45,18.99,164.28,21.4,22.0,18.7,6.56,C
C1284945821593,FUS-015542,FUS - Petite Piece A2,Boîte fusibles relais,A2-C10-T07-A,6.67,0.40,2.64,9.71,10.8,7.1,4.4,0.12,C
C1285444923079,FLT-015543,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-12-b-08,19.95,1.08,5.23,26.26,23.9,23.2,5.9,0.48,B
C1281823045776,ROT-015544,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-17-b-12,59.19,3.18,24.22,86.59,31.3,34.3,6.6,10.15,B
C1289015921913,SPK-015545,SPK - Petite Piece A2,Bougie allumage iridium,A2-C10-T15-H,15.57,0.79,3.64,20.00,12.2,3.8,2.9,0.09,B
C1289671966021,FLT-015546,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-27-b-02,7.69,0.41,4.74,12.84,35.6,15.0,7.5,0.45,C
C1284011757639,BMP-015547,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L22-H2-S05,142.32,5.31,27.52,175.15,155.4,61.7,38.0,9.7,C
C1289178898683,ROT-015548,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-37-a-10,83.38,4.57,25.35,113.30,30.9,34.3,4.3,10.41,C
C1285661893421,BRK-015549,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-10-c-09,50.92,2.21,8.57,61.70,23.7,14.2,8.2,2.59,A
C1289480256347,SPK-015550,SPK - Petite Piece A2,Bougie allumage iridium,A2-C07-T03-B,7.23,0.32,3.37,10.92,11.4,2.1,3.9,0.14,B
C1284325894954,SPK-015551,SPK - Petite Piece A2,Bougie allumage iridium,A2-C13-T08-A,13.80,0.67,4.57,19.04,11.2,2.3,2.5,0.12,C
C1285519929079,RAD-015552,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L04-H5-S15,177.88,7.01,22.62,207.51,67.2,57.3,10.4,6.91,C
C1281326579019,ALT-015553,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-04-c-07,253.10,10.61,24.95,288.66,22.2,21.1,19.3,6.49,B
C1286067383367,ROT-015554,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-35-b-10,45.49,1.83,23.67,70.99,30.3,33.0,4.2,10.74,A
C1286120494593,FLT-015555,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-07-b-08,11.24,0.70,3.00,14.94,24.3,21.3,6.8,0.51,A
C1285672970407,BMP-015556,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L23-H4-S04,134.75,5.15,31.25,171.15,175.2,56.1,42.1,12.49,A
C1283433039058,SEN-015557,SEN - Petite Piece A2,Capteur ABS,A2-C05-T05-B,21.81,0.98,2.87,25.66,12.3,5.6,5.8,0.4,A
C1285523329961,ALT-015558,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-26-c-02,205.07,8.26,27.17,240.50,22.7,22.6,23.4,8.47,B
C1281433517276,BMP-015559,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L02-H2-S05,135.15,6.00,31.47,172.62,190.2,55.8,36.3,12.76,C
C1285134512833,BLB-015560,BLB - Petite Piece A2,Ampoule LED H7,A2-C13-T07-B,13.12,0.59,2.15,15.86,8.5,5.2,4.2,0.09,C
C1284253664547,ROT-015561,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-28-b-06,50.51,2.80,20.83,74.14,28.7,26.5,4.5,9.46,C
C1286210486083,SPK-015562,SPK - Petite Piece A2,Bougie allumage iridium,A2-C12-T07-F,8.77,0.45,1.99,11.21,12.4,3.5,2.6,0.1,C
C1286117404631,FUS-015563,FUS - Petite Piece A2,Boîte fusibles relais,A2-C10-T04-A,9.00,0.52,1.97,11.49,5.2,4.3,2.2,0.07,C
C1282870491360,ROT-015564,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-02-b-02,71.78,4.48,19.61,95.87,29.2,30.6,6.0,8.16,B
C1281304068875,ROT-015565,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-16-a-05,75.01,4.64,28.51,108.16,30.8,33.9,5.8,12.46,A
C1289935674685,BRK-015566,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-07-b-08,52.66,1.91,12.11,66.68,15.0,17.3,10.0,3.55,C
C1286011814935,ALT-015567,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-30-b-03,151.47,7.36,21.90,180.73,24.2,24.9,22.8,6.52,A
C1287987210451,ALT-015568,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-06-c-06,160.06,8.44,21.00,189.50,20.2,20.5,21.5,6.01,C
C1282315282960,EXH-015569,EXH - Grande Piece A3 A1p,Silencieux échappement,A1p-08-19-H3,115.88,7.35,31.48,154.71,123.6,29.3,26.2,12.43,C
C1289941043245,BRK-015570,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-37-c-05,50.17,2.56,10.39,63.12,18.1,14.0,6.5,2.89,A
C1283770836576,ROT-015571,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-17-c-10,75.75,3.25,28.73,107.73,32.2,26.1,5.1,12.78,A
C1282949793816,RAD-015572,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L12-H3-S05,129.04,7.51,14.94,151.49,59.8,42.4,7.8,4.32,C
C1281195315005,BRK-015573,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-33-b-07,29.86,1.23,7.30,38.39,21.3,13.2,9.9,2.47,B
C1289110481902,SEN-015574,SEN - Petite Piece A2,Capteur ABS,A2-C09-T02-E,21.61,1.01,2.99,25.61,12.0,5.8,4.6,0.16,C
C1288296455919,FLT-015575,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-08-a-12,17.17,0.87,3.45,21.49,37.7,22.5,7.2,0.3,C
C1287842805838,FUS-015576,FUS - Petite Piece A2,Boîte fusibles relais,A2-C16-T04-E,6.67,0.24,3.95,10.86,9.5,5.5,3.5,0.07,C
C1283418305797,BLB-015577,BLB - Petite Piece A2,Ampoule LED H7,A2-C01-T02-A,8.99,0.54,2.59,12.12,9.0,4.9,4.8,0.1,C
C1283758912815,ALT-015578,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-10-a-04,153.09,9.60,24.49,187.18,28.0,18.3,23.9,7.94,C
C1282288044258,ROT-015579,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-18-a-07,81.65,4.10,26.37,112.12,31.0,32.9,5.3,11.39,C
C1282342510224,ROT-015580,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-14-a-10,81.00,4.29,24.23,109.52,34.8,27.1,6.3,10.16,C
C1287205457710,ALT-015581,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-20-b-03,194.80,7.99,27.15,229.94,25.0,18.7,22.0,8.86,C
C1283192015901,FLT-015582,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-40-a-10,13.62,0.61,3.23,17.46,35.8,24.0,5.3,0.21,C
C1285797279252,BRK-015583,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-09-c-11,28.40,1.33,9.51,39.24,18.7,12.9,9.1,2.47,B
C1286886141586,STR-015584,STR - Grande Piece A3 A1p,Jambe de force suspension,A1p-10-07-H1,109.25,5.93,21.28,136.46,61.9,24.7,21.1,7.3,C
C1287422582574,FLT-015585,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-31-c-09,10.15,0.45,2.54,13.14,23.1,22.0,5.5,0.46,C
C1283555288433,EXH-015586,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L06-H4-S03,171.45,6.14,25.02,202.61,99.4,43.0,28.3,8.65,C
C1282880200368,FLT-015587,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-02-c-09,21.42,0.82,3.30,25.54,22.4,24.0,7.2,0.51,B
C1287318952572,BRK-015588,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-37-c-06,58.30,3.78,9.38,71.46,19.6,11.4,9.7,2.28,B
C1289475445190,ALT-015589,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-21-c-11,174.57,7.14,23.36,205.07,25.7,22.4,22.5,7.32,B
C1281566761373,ROT-015590,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-29-c-08,71.93,4.44,29.45,105.82,35.9,35.7,6.3,12.83,B
C1288493334216,ALT-015591,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-34-c-01,218.65,11.63,26.66,256.94,26.0,19.0,24.3,8.19,C
C1288458290027,BLB-015592,BLB - Petite Piece A2,Ampoule LED H7,A2-C12-T07-H,18.64,0.72,4.25,23.61,6.9,4.7,5.3,0.11,A
C1281675031163,BRK-015593,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-24-b-03,33.67,1.28,10.47,45.42,16.9,11.5,7.6,3.59,B
C1283432601395,FLT-015594,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-19-a-02,14.85,0.57,4.61,20.03,21.1,22.5,4.4,0.26,C
C1283277651005,SEN-015595,SEN - Petite Piece A2,Capteur ABS,A2-C15-T08-A,24.40,0.92,2.58,27.90,8.2,6.8,4.8,0.21,C
C1283169306405,ROT-015596,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-16-b-10,45.96,2.56,17.63,66.15,29.2,32.4,6.4,7.88,C
C1284228681776,ALT-015597,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-20-a-08,239.43,12.53,23.02,274.98,23.4,22.8,18.6,5.91,B
C1282321978248,SPK-015598,SPK - Petite Piece A2,Bougie allumage iridium,A2-C15-T08-H,9.24,0.36,3.84,13.44,12.7,2.5,3.3,0.1,B
C1286808513722,ROT-015599,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-24-a-12,80.03,4.58,18.07,102.68,33.6,27.3,6.5,6.58,C
C1282403101977,SPK-015600,SPK - Petite Piece A2,Bougie allumage iridium,A2-C05-T06-D,14.11,0.91,2.05,17.07,12.4,2.8,2.7,0.09,C
C1286320671789,SPK-015601,SPK - Petite Piece A2,Bougie allumage iridium,A2-C04-T09-B,15.72,0.73,4.29,20.74,10.4,3.8,2.6,0.12,C
C1284542793741,STR-015602,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L06-H2-S07,88.79,4.16,22.12,115.07,80.2,19.6,21.8,8.42,A
C1281428217936,ALT-015603,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-22-a-09,140.98,7.87,21.75,170.60,29.9,23.3,23.1,6.81,B
C1289145874967,ALT-015604,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-14-b-10,200.43,7.91,25.42,233.76,20.9,20.1,24.1,7.62,C
C1281814985681,ROT-015605,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-10-c-09,56.71,3.64,25.17,85.52,32.1,28.0,4.5,10.55,C
C1288926171668,SEN-015606,SEN - Petite Piece A2,Capteur ABS,A2-C17-T11-F,36.53,1.74,5.39,43.66,13.7,6.0,4.1,0.27,C
C1288625259521,RAD-015607,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L19-H1-S08,78.09,4.87,14.42,97.38,66.3,56.6,8.2,4.4,B
C1284101850073,ALT-015608,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-19-b-12,208.87,7.42,21.35,237.64,21.1,20.7,25.0,5.86,A
C1285526933204,ALT-015609,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-05-a-05,182.78,11.03,20.95,214.76,28.3,22.4,21.1,6.23,B
C1286087226658,FUS-015610,FUS - Petite Piece A2,Boîte fusibles relais,A2-C12-T07-G,4.50,0.28,2.07,6.85,8.0,6.1,3.4,0.2,C
C1289231499026,EXH-015611,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L23-H1-S07,103.33,5.34,28.42,137.09,127.5,43.6,29.5,11.76,B
C1286135087946,FLT-015612,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-17-a-12,14.02,0.84,5.14,20.00,27.8,14.6,7.3,0.35,A
C1282900545453,SEN-015613,SEN - Petite Piece A2,Capteur ABS,A2-C16-T12-A,33.76,1.53,2.97,38.26,9.7,6.5,3.4,0.3,C
C1284451129402,ALT-015614,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-16-b-09,198.31,7.10,25.67,231.08,27.0,22.4,19.6,8.36,B
C1282208615702,ALT-015615,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-18-a-08,154.16,7.26,23.55,184.97,28.4,24.0,18.4,7.68,C
C1286923861147,ALT-015616,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-35-c-11,257.49,10.21,25.89,293.59,22.9,22.3,19.3,7.3,A
C1287384229659,ROT-015617,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-06-a-10,109.98,6.51,26.22,142.71,28.2,30.4,5.4,10.24,A
C1283491433269,FUS-015618,FUS - Petite Piece A2,Boîte fusibles relais,A2-C14-T14-B,10.13,0.61,4.08,14.82,8.1,5.6,4.8,0.16,B
C1288567490796,ALT-015619,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-11-b-05,188.78,7.22,24.47,220.47,21.2,18.7,18.7,7.73,B
C1285120502366,BRK-015620,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-15-b-04,49.78,3.14,8.31,61.23,20.1,12.2,7.7,1.75,C
C1284887057758,RAD-015621,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L20-H1-S09,78.49,4.85,13.62,96.96,55.7,56.6,8.7,5.11,C
C1288437237582,ROT-015622,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-13-a-04,89.80,4.75,24.86,119.41,32.7,33.1,4.2,10.64,B
C1285095432274,ALT-015623,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-04-c-12,162.84,9.52,22.03,194.39,21.5,23.8,20.3,6.83,C
C1287520654845,FLT-015624,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-17-c-10,19.75,0.83,3.77,24.35,29.0,23.9,4.9,0.5,B
C1289566449536,FLT-015625,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-14-c-06,17.90,1.07,3.90,22.87,27.6,15.2,5.8,0.44,C
C1287854214588,SPK-015626,SPK - Petite Piece A2,Bougie allumage iridium,A2-C01-T11-B,9.67,0.57,2.97,13.21,11.5,2.3,2.2,0.13,C
C1285705464401,FUS-015627,FUS - Petite Piece A2,Boîte fusibles relais,A2-C09-T14-D,11.32,0.55,1.97,13.84,6.5,7.8,2.3,0.14,B
C1288139676078,FLT-015628,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-28-a-07,8.41,0.31,2.41,11.13,29.5,14.5,4.8,0.31,A
C1285254496762,ALT-015629,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-28-b-04,136.98,5.57,19.52,162.07,20.3,18.6,23.6,5.88,C
C1283559462786,FLT-015630,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-37-a-06,8.64,0.51,4.77,13.92,21.9,14.9,5.2,0.6,C
C1285070276376,ALT-015631,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-03-c-03,270.94,12.09,25.90,308.93,26.1,21.6,18.1,6.75,B
C1285088269029,STR-015632,STR - Grande Piece A3 A1p,Jambe de force suspension,A1p-09-02-H4,80.39,4.37,18.89,103.65,77.8,24.6,20.4,7.89,C
C1283567420800,SEN-015633,SEN - Petite Piece A2,Capteur ABS,A2-C20-T14-G,27.74,1.18,3.37,32.29,11.8,5.1,4.3,0.35,B
C1284752410224,ALT-015634,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-11-c-03,190.94,9.70,22.65,223.29,28.6,22.1,19.3,6.4,C
C1288838133987,SPK-015635,SPK - Petite Piece A2,Bougie allumage iridium,A2-C17-T07-F,11.01,0.56,3.04,14.61,13.4,3.7,2.8,0.11,C
C1286436121378,SEN-015636,SEN - Petite Piece A2,Capteur ABS,A2-C02-T03-B,39.68,1.99,3.34,45.01,10.7,4.5,3.8,0.22,B
C1287627774396,ROT-015637,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-35-a-01,62.34,3.07,22.29,87.70,33.1,29.7,5.5,9.44,C
C1286734878062,ROT-015638,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-40-b-07,52.20,2.11,28.07,82.38,29.0,26.5,4.7,12.61,A
C1289045908325,FUS-015639,FUS - Petite Piece A2,Boîte fusibles relais,A2-C03-T05-H,9.47,0.60,2.66,12.73,5.5,5.5,3.2,0.07,C
C1284180045301,ROT-015640,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-20-a-10,86.58,5.12,22.59,114.29,31.5,34.3,4.9,9.78,C
C1284451019337,FLT-015641,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-40-a-09,6.04,0.22,4.01,10.27,25.7,20.0,7.3,0.32,C
C1284409924259,ALT-015642,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-08-c-01,131.97,6.71,20.24,158.92,23.0,24.4,19.1,7.52,C
C1283346573058,ROT-015643,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-20-b-01,109.44,3.95,26.58,139.97,27.3,31.9,6.4,9.95,C
C1287517661885,ALT-015644,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-18-a-12,154.70,7.20,17.99,179.89,29.1,23.0,19.4,5.54,C
C1284035809749,FLT-015645,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-35-a-01,17.77,1.09,4.75,23.61,22.2,16.7,5.1,0.32,A
C1283743617788,SPK-015646,SPK - Petite Piece A2,Bougie allumage iridium,A2-C04-T10-E,13.88,0.51,3.45,17.84,13.1,2.7,2.4,0.13,C
C1281881482769,ROT-015647,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-19-a-09,47.30,1.67,22.46,71.43,28.1,27.6,5.4,9.4,B
C1286742245829,ALT-015648,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-33-b-03,170.71,8.18,23.94,202.83,29.1,23.4,18.3,7.6,A
C1282490701170,ALT-015649,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-16-a-05,275.70,12.49,29.85,318.04,27.1,20.6,19.4,8.1,C
C1289183146288,BRK-015650,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-32-b-11,38.47,2.17,6.33,46.97,19.8,11.9,7.4,1.69,C
C1286988201853,BMP-015651,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L14-H4-S04,227.53,10.02,28.54,266.09,186.3,53.7,43.4,8.59,C
C1288857124657,FLT-015652,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-17-a-07,8.43,0.52,5.12,14.07,37.2,23.4,7.9,0.46,C
C1283428465852,FUS-015653,FUS - Petite Piece A2,Boîte fusibles relais,A2-C20-T01-E,6.96,0.31,3.08,10.35,8.0,7.8,3.2,0.14,C
C1286889689372,BMP-015654,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L06-H3-S15,296.80,13.49,34.39,344.68,183.6,50.5,50.3,10.76,C
C1281833662056,ALT-015655,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-23-a-12,161.20,7.77,21.48,190.45,27.9,20.9,23.2,6.01,B
C1282706589575,EXH-015656,EXH - Grande Piece A3 A1p,Silencieux échappement,A1p-04-07-H1,126.13,7.95,37.58,171.66,116.6,28.6,24.6,16.38,B
C1289550001529,SPK-015657,SPK - Petite Piece A2,Bougie allumage iridium,A2-C10-T01-H,9.43,0.33,2.92,12.68,11.1,2.8,3.9,0.15,B
C1282481509453,EXH-015658,EXH - Grande Piece A3 A1p,Silencieux échappement,A1p-07-13-H3,239.09,11.83,33.88,284.80,121.9,29.0,29.5,11.8,C
C1285143247078,ROT-015659,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-26-a-02,37.08,1.89,15.01,53.98,28.0,27.6,4.8,6.64,A
C1287690669704,BRK-015660,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-28-b-09,35.25,1.83,5.56,42.64,16.3,13.2,7.9,1.55,C
C1283875061583,SEN-015661,SEN - Petite Piece A2,Capteur ABS,A2-C11-T06-E,23.61,1.49,5.41,30.51,12.9,7.6,4.2,0.32,B
C1289564318891,BLB-015662,BLB - Petite Piece A2,Ampoule LED H7,A2-C12-T12-D,14.79,0.77,2.96,18.52,6.4,4.1,5.4,0.08,C
C1287724025281,BMP-015663,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A1p-04-02-H1,169.81,9.18,34.39,213.38,192.6,50.8,50.6,12.98,B
C1287280603853,RAD-015664,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-02-07-H3,106.76,6.87,20.09,133.72,68.6,42.8,10.5,7.79,C
C1289129128849,SEN-015665,SEN - Petite Piece A2,Capteur ABS,A2-C07-T06-B,43.47,1.74,4.50,49.71,12.7,7.1,3.7,0.15,B
C1284172410655,BMP-015666,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L13-H2-S15,167.94,9.73,29.97,207.64,185.4,50.1,48.5,11.05,B
C1281856448308,ALT-015667,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-36-b-04,163.95,7.52,21.37,192.84,29.3,18.3,18.4,6.76,A
C1288181646899,SPK-015668,SPK - Petite Piece A2,Bougie allumage iridium,A2-C20-T11-A,15.90,0.64,2.37,18.91,10.0,3.7,3.1,0.14,C
C1289435050961,SPK-015669,SPK - Petite Piece A2,Bougie allumage iridium,A2-C09-T10-A,9.69,0.50,2.91,13.10,14.0,3.0,3.8,0.13,C
