sku,oem_cross_ref,categorie,designation,marque,location_id,stock_systeme,stock_physique_compte,stock_reserve,seuil_reappro,stock_securite,cout_unitaire_cad,prix_vente_cad,delai_fournisseur_j,classe_abc
STR-02433,OEM-9904696,Suspension,Bras oscillant inférieur (Moog),Moog,C-08-04-L4-E,14,14,10,29,8,205.37,347.59,15,A
ALT-02434,OEM-2343124,Électrique,Sonde Lambda amont (NGK),NGK,B-39-01-L1-A,4,4,4,7,1,67.99,118.21,18,C
ARM-02435,OEM-8274695,Suspension,Ressort hélicoïdal (Moog),Moog,A-01-09-L3-C,7,7,6,3,1,113.52,177.32,40,A
AIR-02436,OEM-1856619,Filtration,Filtre habitacle charbon (Wix),Wix,B-23-07-L3-E,65,65,0,31,5,6.31,9.04,20,C
SEN-02437,OEM-7385904,Électrique,Démarreur 1.8kW (Denso),Denso,C-19-06-L4-A,8,8,4,5,2,188.52,316.52,22,C
BRK-02438,OEM-8876834,Freinage,Étrier reconditionné (Ferodo),Ferodo,B-38-09-L1-A,29,29,12,17,5,76.13,116.88,14,C
AIR-02439,OEM-6988155,Filtration,Filtre habitacle charbon (Mann-Filter),Mann-Filter,C-10-01-L3-A,72,72,13,35,17,17.12,27.96,17,A
STR-02440,OEM-3666351,Suspension,Rotule de direction (Moog),Moog,B-10-01-L3-C,15,15,0,42,14,55.97,94.55,17,A
STR-02441,OEM-7617330,Suspension,Ressort hélicoïdal (Sachs),Sachs,C-08-10-L1-D,45,45,11,23,6,103.97,176.49,15,C
FLT-02442,OEM-3290464,Filtration,Filtre carburant diesel (Bosch),Bosch,B-36-09-L1-D,3,3,2,9,3,19.65,27.28,29,B
CAB-02443,OEM-7301301,Filtration,Filtre à huile (Mann-Filter),Mann-Filter,D-02-05-L2-C,36,36,15,28,6,33.76,57.7,12,A
STR-02444,OEM-5997612,Suspension,Ressort hélicoïdal (Monroe),Monroe,C-04-09-L4-E,1,1,1,12,4,67.3,94.94,18,C
STR-02445,OEM-9197791,Électrique,Capteur vilebrequin (Delphi),Delphi,B-36-06-L2-B,127,125,9,89,41,112.65,180.15,6,C
RAD-02446,OEM-1092080,Moteur & Refroidissement,Courroie accessoire (Gates),Gates,B-40-03-L3-C,322,322,11,100,42,214.1,350.26,5,C
STR-02447,OEM-7662067,Suspension,Bras oscillant inférieur (Moog),Moog,C-12-10-L3-E,5,7,4,10,4,79.37,119.15,30,A
BRK-02448,OEM-8315050,Freinage,Plaquettes AR (Bosch),Bosch,A-10-03-L4-B,117,117,9,103,42,38.56,63.87,4,C
BEL-02449,OEM-2595431,Moteur & Refroidissement,Radiateur alu (SKF),SKF,B-17-09-L3-B,59,59,4,28,8,228.18,360.88,8,A
WAT-02450,OEM-2110171,Moteur & Refroidissement,Radiateur alu (Valeo),Valeo,B-32-03-L4-B,16,16,13,20,6,32.84,54.03,14,A
SEN-02451,OEM-3651060,Électrique,Démarreur 1.8kW (Bosch),Bosch,B-25-04-L1-B,29,29,7,38,17,283.05,466.17,9,C
CAB-02452,OEM-7326006,Filtration,Filtre à huile (Mahle),Mahle,C-02-05-L4-A,7,7,3,11,3,6.47,9.32,37,C
CAL-02453,OEM-3610665,Freinage,Étrier reconditionné (Bosch),Bosch,A-03-12-L3-D,40,40,6,31,6,90.88,137.74,15,C
ARM-02454,OEM-7947549,Suspension,Amortisseur bitube (Moog),Moog,A-03-08-L1-C,45,45,12,37,12,93.37,162.12,8,C
STR-02455,OEM-4242717,Suspension,Ressort hélicoïdal (Sachs),Sachs,B-09-02-L1-A,10,10,5,11,3,201.8,351.67,22,B
RAD-02456,OEM-6818523,Moteur & Refroidissement,Thermostat piloté (Gates),Gates,B-22-06-L3-D,364,364,14,73,26,49.27,80.9,7,B
AIR-02457,OEM-9845687,Filtration,Filtre à air (Wix),Wix,D-06-06-L1-C,48,48,11,31,10,9.03,12.69,7,B
RAD-02458,OEM-3469901,Moteur & Refroidissement,Kit distribution + pompe (SKF),SKF,B-23-08-L3-E,357,357,15,95,26,178.76,273.26,8,C
ALT-02459,OEM-4271930,Électrique,Capteur vilebrequin (Valeo),Valeo,A-08-11-L3-D,3,3,3,11,3,205.65,323.36,24,C
BRK-02460,OEM-3236793,Freinage,Flexible de frein (TRW),TRW,D-03-10-L2-A,69,69,7,46,20,76.46,130.53,17,B
SUS-02461,OEM-8051279,Suspension,Bras oscillant inférieur (Monroe),Monroe,B-26-04-L2-E,15,15,1,20,9,167.55,274.95,14,C
FLT-02462,OEM-6629180,Filtration,Filtre à huile (Mahle),Mahle,A-07-14-L1-B,4,4,4,9,2,34.42,50.25,45,C
ARM-02463,OEM-6261983,Suspension,Amortisseur bitube (Sachs),Sachs,B-17-01-L2-E,68,68,6,38,16,28.55,46.35,17,C
WAT-02464,OEM-5736679,Moteur & Refroidissement,Courroie accessoire (Nissens),Nissens,B-16-03-L4-C,11,11,5,10,3,83.04,112.3,42,A
SEN-02465,OEM-5845218,Électrique,Bobine d'allumage (Denso),Denso,B-32-09-L3-E,7,7,2,10,3,139.44,230.11,22,C
BRK-02466,OEM-5169171,Freinage,Étrier reconditionné (Ferodo),Ferodo,B-32-10-L4-C,76,73,3,19,5,146.09,250.06,15,B
WAT-02467,OEM-2618208,Moteur & Refroidissement,Thermostat piloté (Continental),Continental,A-01-15-L4-A,14,14,14,3,1,45.99,62.39,38,C
RAD-02468,OEM-9450308,Moteur & Refroidissement,Radiateur alu (SKF),SKF,A-07-06-L1-B,9,9,0,12,4,40.52,66.41,40,C
FLT-02469,OEM-1292084,Filtration,Filtre à huile (Purflux),Purflux,A-07-09-L4-B,127,127,6,56,22,5.62,8.07,8,A
AIR-02470,OEM-4408703,Filtration,Filtre à air (Mann-Filter),Mann-Filter,D-02-02-L3-D,61,61,10,33,14,23.04,36.03,13,A
ARM-02471,OEM-6586938,Suspension,Ressort hélicoïdal (Monroe),Monroe,D-08-04-L3-D,65,65,6,33,6,43.76,64.93,18,B
ROT-02472,OEM-9594480,Freinage,Disque ventilé (TRW),TRW,B-13-02-L3-C,6,5,1,7,4,106.95,150.97,15,A
CAL-02473,OEM-1246667,Freinage,Étrier reconditionné (Brembo),Brembo,B-37-10-L3-D,357,357,11,94,40,33.36,47.62,10,C
CAL-02474,OEM-1570441,Freinage,Plaquettes AV (Bosch),Bosch,B-02-01-L3-E,10,10,1,30,15,144.99,220.9,16,C
WAT-02475,OEM-7485398,Moteur & Refroidissement,Thermostat piloté (Gates),Gates,C-09-08-L4-B,426,426,14,82,36,169.51,288.21,5,A
ROT-02476,OEM-3996131,Freinage,Disque ventilé (TRW),TRW,B-38-08-L3-D,11,11,0,8,3,96.33,148.08,21,C
WAT-02477,OEM-2057839,Moteur & Refroidissement,Kit distribution + pompe (SKF),SKF,A-01-14-L4-C,131,131,11,83,39,64.05,107.41,9,A
RAD-02478,OEM-3865243,Moteur & Refroidissement,Courroie accessoire (Continental),Continental,C-04-03-L4-E,50,50,12,29,11,75.29,105.47,18,A
WAT-02479,OEM-2901541,Moteur & Refroidissement,Radiateur alu (Nissens),Nissens,C-08-09-L2-E,13,13,5,9,4,84.58,144.01,32,C
CAB-02480,OEM-7068682,Filtration,Filtre habitacle charbon (Purflux),Purflux,A-15-02-L2-C,63,63,14,32,13,12.07,17.47,21,C
STR-02481,OEM-2285525,Suspension,Amortisseur bitube (Monroe),Monroe,A-18-01-L2-D,145,145,7,95,31,94.74,134.94,7,C
BEL-02482,OEM-4891107,Moteur & Refroidissement,Radiateur alu (Continental),Continental,C-05-08-L1-A,160,160,4,101,56,71.74,101.56,4,A
BRK-02483,OEM-9273062,Freinage,Plaquettes AR (TRW),TRW,A-06-07-L4-A,65,65,1,30,5,77.1,109.55,15,B
WAT-02484,OEM-8864422,Moteur & Refroidissement,Radiateur alu (Nissens),Nissens,A-01-07-L1-B,242,242,6,106,30,97.45,168.67,4,C
ALT-02485,OEM-7709085,Électrique,Alternateur 140A (Delphi),Delphi,B-01-01-L3-D,25,25,0,34,17,53.46,73.08,12,C
CAL-02486,OEM-8584232,Freinage,Plaquettes AV (Textar),Textar,C-01-07-L3-D,9,9,3,7,2,118.57,166.92,45,C
RAD-02487,OEM-6198718,Moteur & Refroidissement,Courroie accessoire (Nissens),Nissens,A-06-04-L2-B,16,16,7,44,20,12.14,18.22,16,C
ROT-02488,OEM-8562821,Freinage,Disque ventilé (Textar),Textar,C-12-02-L2-B,326,326,15,110,32,136.97,234.34,5,B
RAD-02489,OEM-7469743,Moteur & Refroidissement,Radiateur alu (Nissens),Nissens,C-06-06-L4-B,13,13,10,5,1,21.49,34.96,19,A
BRK-02490,OEM-7224405,Freinage,Étrier reconditionné (Brembo),Brembo,B-17-10-L1-C,13,13,3,6,4,42.08,58.82,25,B
ROT-02491,OEM-9831608,Freinage,Plaquettes AV (Brembo),Brembo,B-32-09-L2-C,12,12,10,7,1,114.55,192.39,28,C
ALT-02492,OEM-5627238,Électrique,Démarreur 1.8kW (Bosch),Bosch,B-33-04-L1-C,2,2,2,6,4,260.31,419.14,40,C
RAD-02493,OEM-4279066,Moteur & Refroidissement,Kit distribution + pompe (Nissens),Nissens,B-27-02-L3-D,6,6,4,11,4,152.8,245.42,15,C
STR-02494,OEM-5605705,Suspension,Rotule de direction (Moog),Moog,D-06-08-L4-E,289,289,11,99,59,33.51,56.5,4,C
SUS-02495,OEM-6405043,Suspension,Ressort hélicoïdal (KYB),KYB,A-17-04-L3-B,3,3,2,10,3,93.29,155.62,31,C
STR-02496,OEM-8606789,Suspension,Amortisseur bitube (Bilstein),Bilstein,C-11-05-L3-A,2,2,2,7,1,39.44,62.44,22,A
SUS-02497,OEM-3473794,Suspension,Rotule de direction (Moog),Moog,B-03-10-L4-D,23,23,8,45,15,168.8,291.53,7,C
SUS-02498,OEM-1899495,Suspension,Rotule de direction (Sachs),Sachs,D-01-10-L4-C,62,62,3,34,9,33.9,49.09,11,C
FLT-02499,OEM-8074264,Filtration,Filtre à air (Purflux),Purflux,D-09-01-L3-E,379,379,9,88,54,31.29,48.99,10,C
ROT-02500,OEM-5945950,Freinage,Plaquettes AR (Textar),Textar,C-06-06-L4-B,446,446,14,120,48,23.68,37.2,10,C
RAD-02501,OEM-6158312,Moteur & Refroidissement,Radiateur alu (Gates),Gates,A-20-14-L3-C,4,4,1,5,2,138.73,190.28,39,C
CAL-02502,OEM-6084452,Freinage,Étrier reconditionné (Bosch),Bosch,A-15-05-L1-B,8,8,3,7,4,139.76,241.87,39,A
BEL-02503,OEM-6958707,Moteur & Refroidissement,Radiateur alu (SKF),SKF,B-10-07-L4-B,3,3,1,10,4,97.44,160.86,31,C
ARM-02504,OEM-9943654,Suspension,Amortisseur bitube (Moog),Moog,A-04-14-L2-B,330,330,10,113,44,38.89,61.36,7,A
ALT-02505,OEM-1047436,Électrique,Démarreur 1.8kW (Valeo),Valeo,B-27-06-L2-B,22,22,0,29,19,74.55,126.94,18,C
AIR-02506,OEM-3306095,Filtration,Filtre à air (Mahle),Mahle,A-18-11-L3-D,43,43,10,38,19,26.11,39.09,7,C
STR-02507,OEM-2405486,Électrique,Bobine d'allumage (NGK),NGK,A-03-15-L1-B,14,14,4,9,1,50.01,77.57,24,A
RAD-02508,OEM-8664850,Moteur & Refroidissement,Kit distribution + pompe (SKF),SKF,B-20-09-L3-D,24,24,15,35,15,202.33,330.9,14,A
BEL-02509,OEM-4636336,Moteur & Refroidissement,Kit distribution + pompe (Gates),Gates,C-08-10-L3-B,7,7,0,9,1,27.1,45.46,26,A
ALT-02510,OEM-8906671,Électrique,Capteur vilebrequin (NGK),NGK,B-24-07-L3-D,34,34,1,21,11,192.71,280.58,8,C
ALT-02511,OEM-9965857,Électrique,Capteur vilebrequin (Denso),Denso,A-19-09-L4-A,36,36,15,37,18,41.01,62.14,19,C
FLT-02512,OEM-7579620,Filtration,Filtre habitacle charbon (Purflux),Purflux,C-17-10-L4-D,8,8,5,10,2,19.18,28.47,34,A
RAD-02513,OEM-8175829,Moteur & Refroidissement,Courroie accessoire (Valeo),Valeo,C-03-03-L2-E,191,191,13,95,31,233.0,335.89,10,C
AIR-02514,OEM-8003355,Filtration,Filtre habitacle charbon (Purflux),Purflux,A-15-06-L4-E,2,2,1,7,3,7.52,11.17,36,C
SEN-02515,OEM-9707486,Électrique,Capteur vilebrequin (Delphi),Delphi,C-02-04-L1-B,4,4,0,8,1,188.64,300.65,15,C
SEN-02516,OEM-3179601,Électrique,Bobine d'allumage (NGK),NGK,A-06-06-L1-D,15,15,5,7,3,107.27,179.45,23,C
RAD-02517,OEM-7223792,Moteur & Refroidissement,Thermostat piloté (Continental),Continental,B-25-02-L1-C,3,3,1,4,2,141.82,239.2,20,A
CAL-02518,OEM-4002713,Freinage,Disque ventilé (Brembo),Brembo,A-09-12-L4-E,7,7,5,7,1,37.39,51.44,31,C
CAL-02519,OEM-6831078,Freinage,Disque ventilé (Bosch),Bosch,B-05-05-L4-E,5,5,2,4,1,143.53,248.83,39,C
ROT-02520,OEM-3206221,Freinage,Étrier reconditionné (Bosch),Bosch,A-06-12-L4-A,4,4,1,6,2,64.75,102.86,39,C
STR-02521,OEM-6166520,Suspension,Rotule de direction (Moog),Moog,B-32-02-L2-C,33,33,1,26,11,189.15,258.89,17,C
CAL-02522,OEM-4747464,Freinage,Disque ventilé (Brembo),Brembo,C-08-10-L3-E,28,28,12,33,14,111.33,183.99,18,C
CAB-02523,OEM-1395851,Filtration,Filtre habitacle charbon (Wix),Wix,C-18-05-L2-C,9,9,2,6,3,8.6,14.78,27,C
BRK-02524,OEM-7583161,Freinage,Plaquettes AV (Ferodo),Ferodo,C-05-01-L1-A,14,14,2,12,4,144.46,230.03,32,A
ARM-02525,OEM-8128488,Suspension,Bras oscillant inférieur (Moog),Moog,D-08-03-L4-A,6,6,6,9,1,154.7,239.63,40,C
CAL-02526,OEM-1290764,Freinage,Étrier reconditionné (Brembo),Brembo,B-32-04-L2-A,54,54,8,119,58,87.51,123.1,9,C
CAL-02527,OEM-7407122,Freinage,Plaquettes AR (TRW),TRW,C-19-03-L1-C,24,24,10,42,12,79.24,116.97,12,C
RAD-02528,OEM-4592824,Moteur & Refroidissement,Kit distribution + pompe (Valeo),Valeo,B-28-03-L4-C,39,39,11,44,19,159.76,243.74,11,A
ARM-02529,OEM-3072145,Suspension,Rotule de direction (Moog),Moog,D-04-07-L1-E,21,21,0,29,19,129.27,193.16,10,C
BEL-02530,OEM-3424322,Moteur & Refroidissement,Radiateur alu (Gates),Gates,B-40-04-L1-A,4,4,3,7,2,29.5,48.75,29,C
WAT-02531,OEM-4957584,Moteur & Refroidissement,Courroie accessoire (Continental),Continental,B-04-06-L4-A,14,14,10,4,2,227.01,380.1,28,C
CAB-02532,OEM-7192898,Filtration,Filtre à air (Mahle),Mahle,C-07-02-L3-D,6,6,6,6,2,6.59,11.29,29,C
STR-02533,OEM-3520056,Électrique,Alternateur 140A (Bosch),Bosch,B-22-05-L3-B,11,11,1,8,4,177.36,289.73,18,C
ARM-02534,OEM-3428349,Suspension,Ressort hélicoïdal (Sachs),Sachs,B-25-05-L3-B,38,38,6,34,16,93.06,148.95,18,C
CAB-02535,OEM-9020389,Filtration,Filtre à air (Mann-Filter),Mann-Filter,A-03-13-L2-C,237,237,5,109,42,4.4,6.68,4,B
SEN-02536,OEM-7833819,Électrique,Capteur vilebrequin (Delphi),Delphi,B-40-06-L1-D,1,1,1,5,3,130.08,226.21,41,C
ROT-02537,OEM-4611908,Freinage,Plaquettes AV (Brembo),Brembo,D-08-10-L3-C,14,16,9,9,3,95.51,134.2,21,C
AIR-02538,OEM-3906412,Filtration,Filtre carburant diesel (Purflux),Purflux,B-24-05-L2-B,2,2,0,6,1,22.63,32.65,22,B
SEN-02539,OEM-7271492,Électrique,Sonde Lambda amont (NGK),NGK,C-04-01-L4-C,57,57,12,38,15,318.26,534.33,16,A
SEN-02540,OEM-4924500,Électrique,Démarreur 1.8kW (Delphi),Delphi,B-15-09-L4-E,7,7,6,9,1,158.08,248.85,32,C
ARM-02541,OEM-8820824,Suspension,Ressort hélicoïdal (Bilstein),Bilstein,C-03-09-L1-C,2,2,1,8,4,70.14,99.43,45,A
RAD-02542,OEM-3986614,Moteur & Refroidissement,Courroie accessoire (Valeo),Valeo,A-11-11-L2-D,50,50,0,68,20,52.73,85.71,7,C
AIR-02543,OEM-1535262,Filtration,Filtre carburant diesel (Mann-Filter),Mann-Filter,A-03-10-L4-B,6,6,6,11,4,9.07,14.44,30,C
BRK-02544,OEM-6180784,Freinage,Flexible de frein (TRW),TRW,B-24-03-L4-C,14,14,11,29,7,153.54,232.23,18,C
STR-02545,OEM-8237149,Suspension,Amortisseur bitube (Sachs),Sachs,A-20-07-L2-D,86,86,7,69,35,168.52,262.97,7,C
BRK-02546,OEM-5683145,Freinage,Disque ventilé (Bosch),Bosch,B-34-04-L4-E,233,233,15,84,54,119.97,163.02,8,C
BRK-02547,OEM-5815772,Freinage,Disque ventilé (Ferodo),Ferodo,A-04-12-L3-E,169,169,6,105,33,21.73,34.78,5,A
AIR-02548,OEM-7387003,Filtration,Filtre carburant diesel (Purflux),Purflux,C-15-03-L1-E,2,2,0,11,4,24.56,36.52,32,B
WAT-02549,OEM-3987135,Moteur & Refroidissement,Courroie accessoire (Continental),Continental,B-21-07-L1-D,10,10,0,3,1,200.08,348.4,24,B
ALT-02550,OEM-8148187,Électrique,Alternateur 140A (NGK),NGK,A-19-04-L2-C,51,51,0,30,12,40.03,65.28,21,A
CAB-02551,OEM-9736065,Filtration,Filtre carburant diesel (Bosch),Bosch,A-14-10-L3-C,22,22,4,26,14,21.21,31.41,12,B
STR-02552,OEM-6473314,Électrique,Bobine d'allumage (Delphi),Delphi,A-02-02-L4-E,369,369,15,78,38,230.09,316.29,9,C
ROT-02553,OEM-7831974,Freinage,Plaquettes AV (Brembo),Brembo,D-04-06-L2-A,6,6,0,9,1,129.42,195.07,41,A
ARM-02554,OEM-7604309,Suspension,Amortisseur bitube (KYB),KYB,A-19-01-L3-A,7,7,7,6,2,109.34,172.74,28,B
WAT-02555,OEM-7110565,Moteur & Refroidissement,Thermostat piloté (Valeo),Valeo,B-18-07-L4-D,13,13,4,6,4,223.62,342.22,40,B
STR-02556,OEM-3061429,Électrique,Bobine d'allumage (Denso),Denso,B-02-10-L3-C,200,200,14,86,48,51.13,72.78,7,A
STR-02557,OEM-6378662,Électrique,Démarreur 1.8kW (Valeo),Valeo,A-09-12-L1-C,58,58,10,40,10,196.51,281.16,10,C
FLT-02558,OEM-7046702,Filtration,Filtre habitacle charbon (Bosch),Bosch,B-10-10-L3-B,5,5,1,4,2,37.44,64.46,18,A
CAB-02559,OEM-9196074,Filtration,Filtre à huile (Bosch),Bosch,A-14-15-L2-D,373,373,8,67,25,15.94,21.96,9,C
ROT-02560,OEM-2924627,Freinage,Disque ventilé (TRW),TRW,D-07-04-L1-D,9,9,4,6,1,76.61,115.62,21,C
BRK-02561,OEM-8133711,Freinage,Plaquettes AV (Bosch),Bosch,B-35-02-L2-D,13,13,5,10,4,66.98,109.01,40,B
CAL-02562,OEM-5843020,Freinage,Plaquettes AR (Bosch),Bosch,A-18-15-L2-E,156,156,6,98,51,154.46,226.17,5,C
RAD-02563,OEM-3381022,Moteur & Refroidissement,Radiateur alu (Gates),Gates,C-18-03-L2-C,31,31,6,29,6,236.37,330.44,19,C
BEL-02564,OEM-2585400,Moteur & Refroidissement,Radiateur alu (Continental),Continental,B-39-05-L1-A,3,3,1,9,2,175.27,262.36,39,C
FLT-02565,OEM-7223094,Filtration,Filtre à huile (Mahle),Mahle,C-03-02-L2-C,239,239,5,54,20,34.79,55.79,4,B
STR-02566,OEM-5586771,Électrique,Bobine d'allumage (Denso),Denso,B-17-10-L2-A,12,12,3,3,1,139.47,188.93,26,C
AIR-02567,OEM-3484813,Filtration,Filtre carburant diesel (Mahle),Mahle,B-37-02-L4-B,13,13,5,10,3,5.11,8.18,43,C
STR-02568,OEM-1433572,Électrique,Démarreur 1.8kW (Bosch),Bosch,C-07-04-L1-B,43,43,4,28,14,45.55,67.01,12,C
BEL-02569,OEM-7066669,Moteur & Refroidissement,Kit distribution + pompe (Valeo),Valeo,B-08-09-L2-D,1,1,1,8,2,224.16,333.52,32,C
ARM-02570,OEM-6597362,Suspension,Amortisseur bitube (Sachs),Sachs,A-04-07-L3-C,75,75,11,34,16,112.78,189.99,9,A
FLT-02571,OEM-1286126,Filtration,Filtre à air (Mann-Filter),Mann-Filter,A-05-13-L1-D,11,11,6,34,20,29.25,42.13,17,A
BEL-02572,OEM-2644865,Moteur & Refroidissement,Thermostat piloté (SKF),SKF,D-02-07-L4-A,64,64,13,44,17,150.28,260.53,18,C
BEL-02573,OEM-4185990,Moteur & Refroidissement,Radiateur alu (Nissens),Nissens,A-02-12-L4-A,6,6,0,9,3,80.92,122.21,34,C
SEN-02574,OEM-4418354,Électrique,Démarreur 1.8kW (Bosch),Bosch,B-24-04-L1-B,13,13,0,8,4,101.78,177.9,26,C
CAB-02575,OEM-7953317,Filtration,Filtre à air (Purflux),Purflux,C-18-06-L1-A,69,69,6,25,8,9.98,16.38,11,B
SEN-02576,OEM-3425431,Électrique,Sonde Lambda amont (Valeo),Valeo,C-09-02-L4-D,38,38,9,25,10,124.67,191.9,17,C
STR-02577,OEM-4774167,Suspension,Bras oscillant inférieur (Monroe),Monroe,B-17-02-L3-A,68,68,9,36,14,153.53,259.84,17,C
SUS-02578,OEM-8215867,Suspension,Rotule de direction (Sachs),Sachs,B-07-04-L3-D,7,7,5,8,1,51.04,88.09,17,A
BRK-02579,OEM-4651299,Freinage,Plaquettes AR (TRW),TRW,C-07-09-L1-B,40,40,15,38,16,111.89,179.5,19,C
AIR-02580,OEM-7362592,Filtration,Filtre habitacle charbon (Mahle),Mahle,B-10-05-L1-C,2,2,1,5,1,20.16,30.21,44,B
SUS-02581,OEM-6307152,Suspension,Ressort hélicoïdal (Bilstein),Bilstein,D-10-04-L1-D,12,12,4,5,2,65.57,111.22,30,C
AIR-02582,OEM-4764234,Filtration,Filtre carburant diesel (Mahle),Mahle,C-02-07-L4-C,397,397,12,88,55,33.58,49.12,5,C
WAT-02583,OEM-8975462,Moteur & Refroidissement,Courroie accessoire (SKF),SKF,C-06-05-L3-B,205,205,5,78,37,216.82,376.41,7,B
AIR-02584,OEM-6752896,Filtration,Filtre carburant diesel (Purflux),Purflux,B-37-07-L1-C,14,14,13,5,2,27.12,45.13,36,A
SUS-02585,OEM-4885447,Suspension,Amortisseur bitube (Moog),Moog,A-18-05-L1-D,3,3,0,12,4,68.4,110.77,28,C
CAB-02586,OEM-2495857,Filtration,Filtre à air (Wix),Wix,B-36-02-L2-D,13,13,10,11,3,31.09,46.23,44,C
SUS-02587,OEM-1142985,Suspension,Amortisseur bitube (Sachs),Sachs,C-04-08-L1-B,12,12,0,8,2,146.0,238.79,40,C
STR-02588,OEM-4257359,Électrique,Bobine d'allumage (Delphi),Delphi,D-01-09-L2-A,70,70,1,24,10,302.01,525.62,20,C
ARM-02589,OEM-7518730,Suspension,Bras oscillant inférieur (KYB),KYB,A-11-01-L3-A,13,13,6,37,10,155.48,231.65,8,A
STR-02590,OEM-3918776,Suspension,Bras oscillant inférieur (Monroe),Monroe,A-18-10-L3-A,39,39,12,41,18,72.68,119.39,17,A
STR-02591,OEM-5058355,Suspension,Ressort hélicoïdal (Bilstein),Bilstein,B-10-09-L3-B,1,1,1,7,4,187.88,277.27,43,C
BRK-02592,OEM-6175286,Freinage,Plaquettes AV (Ferodo),Ferodo,A-09-15-L2-C,8,8,1,6,3,118.39,189.51,39,A
STR-02593,OEM-6561317,Électrique,Démarreur 1.8kW (Bosch),Bosch,A-19-02-L1-C,6,6,3,5,3,217.16,362.16,41,C
CAB-02594,OEM-8155062,Filtration,Filtre habitacle charbon (Wix),Wix,A-04-06-L1-D,105,105,10,91,38,8.91,14.28,7,C
ARM-02595,OEM-3794344,Suspension,Amortisseur bitube (KYB),KYB,A-13-08-L4-B,7,7,5,6,1,73.38,120.5,21,C
ALT-02596,OEM-5143957,Électrique,Bobine d'allumage (Bosch),Bosch,B-13-08-L2-A,1,1,1,9,1,300.01,455.32,44,C
ALT-02597,OEM-2445005,Électrique,Sonde Lambda amont (Valeo),Valeo,B-32-08-L2-B,93,93,2,97,20,53.07,87.46,6,C
STR-02598,OEM-9265378,Suspension,Bras oscillant inférieur (KYB),KYB,B-12-07-L2-B,19,19,8,34,20,61.17,88.56,8,C
AIR-02599,OEM-9950988,Filtration,Filtre carburant diesel (Mahle),Mahle,A-12-08-L2-C,8,8,3,4,2,12.94,20.77,41,C
ROT-02600,OEM-8088951,Freinage,Plaquettes AR (Ferodo),Ferodo,B-39-05-L3-B,76,76,2,101,51,158.28,228.15,8,C
BRK-02601,OEM-7066258,Freinage,Plaquettes AR (Bosch),Bosch,B-15-01-L3-C,343,343,4,87,54,82.78,114.3,6,C
BEL-02602,OEM-5767244,Moteur & Refroidissement,Radiateur alu (Continental),Continental,B-08-08-L4-C,14,14,13,26,13,99.4,154.55,17,C
SEN-02603,OEM-5262699,Électrique,Démarreur 1.8kW (Denso),Denso,B-03-09-L4-B,15,15,2,7,1,35.62,53.25,27,B
SEN-02604,OEM-4825148,Électrique,Bobine d'allumage (NGK),NGK,A-11-06-L1-C,7,4,0,10,3,218.47,332.82,26,C
SEN-02605,OEM-7274094,Électrique,Démarreur 1.8kW (Denso),Denso,C-04-07-L2-C,26,26,6,36,20,41.32,63.78,13,C
SUS-02606,OEM-8408484,Suspension,Bras oscillant inférieur (Moog),Moog,D-01-09-L1-D,69,69,13,31,15,163.41,278.72,18,B
CAL-02607,OEM-6228066,Freinage,Disque ventilé (Ferodo),Ferodo,A-12-09-L4-A,172,172,7,117,40,60.07,102.39,8,A
ROT-02608,OEM-5774630,Freinage,Disque ventilé (TRW),TRW,B-34-02-L1-C,60,60,1,32,5,67.71,99.27,13,C
SEN-02609,OEM-6549520,Électrique,Bobine d'allumage (NGK),NGK,A-17-05-L4-D,10,10,10,12,4,285.01,387.61,17,C
SUS-02610,OEM-7736049,Suspension,Bras oscillant inférieur (KYB),KYB,B-32-04-L4-B,3,3,0,11,3,112.84,155.15,23,B
STR-02611,OEM-6828822,Suspension,Amortisseur bitube (KYB),KYB,D-07-01-L2-E,394,394,4,130,58,69.33,98.49,6,C
ARM-02612,OEM-6213025,Suspension,Ressort hélicoïdal (KYB),KYB,D-09-09-L4-C,5,5,0,5,3,33.0,45.3,34,C
CAL-02613,OEM-6286455,Freinage,Disque ventilé (Textar),Textar,B-21-03-L4-B,65,65,14,81,26,73.52,116.2,5,A
AIR-02614,OEM-4046065,Filtration,Filtre à huile (Purflux),Purflux,B-21-04-L3-C,65,65,4,41,14,24.93,38.68,10,A
ROT-02615,OEM-9250125,Freinage,Disque ventilé (TRW),TRW,B-18-08-L1-E,11,11,4,24,10,42.4,74.05,13,C
BRK-02616,OEM-5717471,Freinage,Étrier reconditionné (Bosch),Bosch,A-11-09-L2-D,76,76,13,107,37,83.07,121.78,5,C
ARM-02617,OEM-1791674,Suspension,Amortisseur bitube (Monroe),Monroe,C-11-06-L2-C,3,3,2,10,2,110.92,156.85,36,C
ALT-02618,OEM-9241820,Électrique,Bobine d'allumage (Delphi),Delphi,D-06-05-L2-D,312,312,4,101,30,29.75,49.85,5,A
SUS-02619,OEM-7992240,Suspension,Ressort hélicoïdal (Bilstein),Bilstein,B-11-09-L1-B,13,13,8,3,1,129.6,224.55,31,C
ROT-02620,OEM-5733511,Freinage,Plaquettes AR (TRW),TRW,B-14-05-L2-C,13,13,1,10,3,145.45,241.49,23,C
ARM-02621,OEM-8989987,Suspension,Ressort hélicoïdal (KYB),KYB,B-26-01-L3-B,7,7,6,10,2,131.02,220.55,34,A
